UID         PID   PPID  C STIME TTY          TIME CMD
root      68580      2  0 08:05 ?        00:00:10 [kworker/8:1]
root      68663      2  0 08:05 ?        00:00:07 [kworker/18:2]
root      72244      2  0 09:13 ?        00:00:02 [kworker/5:0]
chavezav 153686      1  0 11:35 ?        00:00:00 vim Readme.md
root     157715      2  0 13:01 ?        00:00:02 [kworker/6:2]
root     158197      2  0 13:27 ?        00:00:01 [kworker/3:0]
root     158198      2  0 13:27 ?        00:00:00 [kworker/39:1]
root     158199      2  0 13:27 ?        00:00:04 [kworker/15:0]
root     158582      2  0 13:51 ?        00:00:00 [kworker/42:1]
aomidsal 158635      1  0 13:52 pts/5    00:00:00 /bin/bash /scratch/lilixu/splicebreak/singlend-version6.sh . output_try2/ logs_try2/ --align=yes
root     159122      2  0 14:12 ?        00:00:00 [kworker/7:0]
root     159681      2  0 14:17 ?        00:00:14 [kworker/13:2]
root     159704      2  0 14:17 ?        00:00:00 [kworker/31:0]
root     159709      2  0 14:18 ?        00:00:02 [kworker/14:0]
root     159886      2  0 14:23 ?        00:00:00 [kworker/29:2]
root     163889      2  0 16:05 ?        00:00:00 [kworker/9:0]
root     165295      2  0 16:50 ?        00:00:04 [kworker/2:1]
root     165624      2  0 16:57 ?        00:00:02 [kworker/3:2]
root     166732      2  0 17:12 ?        00:00:00 [kworker/0:1]
root     166976      2  0 17:13 ?        00:00:00 [kworker/24:1]
root     171184      2  0 18:50 ?        00:00:00 [kworker/34:0]
root     172808      2  0 19:31 ?        00:00:00 [kworker/32:0]
root     172902      2  0 19:32 ?        00:00:00 [kworker/28:2]
root     173071      2  0 19:33 ?        00:00:00 [kworker/u544:1]
root     173463      2  0 19:38 ?        00:00:00 [kworker/36:2]
root     173872      2  0 19:52 ?        00:00:00 [kworker/25:1]
root     173876      2  0 19:52 ?        00:00:00 [kworker/45:0]
root     173877      2  0 19:52 ?        00:00:02 [kworker/11:0]
aomidsal 174445      1  0 20:06 ?        00:00:00 SCREEN
aomidsal 174446 174445  0 20:06 pts/9    00:00:00 /bin/bash
aomidsal 174487      1 99 20:06 pts/9    18:57:23 cuffdiff -L Q17_F_Ctrl_R,Q18_F_Ctrl_R,R01_F_ePD_R,R03_F_iPD_R,R04_M_Ctrl_R,R05_M_lPD_R,R07_F_ePD_R,R08_M_ePD_R,R09_M_lPD_R,R10_F_ePD_R,R11_M_ePD_R,R12_F_iPD_R,R14_M_iPD_L,R15_M_lPD_L,R16_M_ePD_L,R17_F_iPD_L,R18_M_Ctrl_L,R19_M_ePD_L,R21_M_ePD_L,R22_M_Ctrl_L,R23_M_Ctrl_L,R26_F_ePD_L,R27_M_Ctrl_L,R28_M_Ctrl_L,R31_M_Ctrl_L,R33_F_Ctrl_L,R34_F_Ctrl_L,R35_F_Ctrl_L,R36_M_Ctrl_L,R37_M_Ctrl_L,R38_F_Ctrl_L,RO6_F_Ctrl_R -p 10 --no-diff --total-hits-norm --frag-bias-correct /scratch/aomidsal/REFs/ensembl.GRCh38.103.fa --multi-read-correct --library-norm-method quartile /scratch/aomidsal/REFs/Homo_sapiens.GRCh38.103.gtf Q17_F_Ctrl_R Q18_F_Ctrl_R R01_F_ePD_R R03_F_iPD_R R04_M_Ctrl_R R05_M_lPD_R R07_F_ePD_R R08_M_ePD_R R09_M_lPD_R R10_F_ePD_R R11_M_ePD_R R12_F_iPD_R R14_M_iPD_L R15_M_lPD_L R16_M_ePD_L R17_F_iPD_L R18_M_Ctrl_L R19_M_ePD_L R21_M_ePD_L R22_M_Ctrl_L R23_M_Ctrl_L R26_F_ePD_L R27_M_Ctrl_L R28_M_Ctrl_L R31_M_Ctrl_L R33_F_Ctrl_L R34_F_Ctrl_L R35_F_Ctrl_L R36_M_Ctrl_L R37_M_Ctrl_L R38_F_Ctrl_L RO6_F_Ctrl_R
root     175069      2  0 20:22 ?        00:00:00 [kworker/18:1]
root     177703      2  0 21:24 ?        00:00:02 [kworker/16:1]
root     178150      2  0 21:35 ?        00:00:00 [kworker/20:2]
root     178535      2  0 21:45 ?        00:00:00 [kworker/30:0]
root     178897   2198  0 21:55 ?        00:00:01 sshd: bingjing [priv]
root     178906      2  0 21:55 ?        00:00:00 [kworker/11:1]
bingjing 178908 178897  0 21:55 ?        00:00:00 sshd: bingjing@pts/0
bingjing 178909 178908  0 21:55 pts/0    00:00:00 -bash
root     179191      2  0 22:00 ?        00:00:00 [kworker/6:1]
root     180054      2  0 22:11 ?        00:00:39 [kworker/u545:0]
root     180266      2  0 22:16 ?        00:00:00 [kworker/37:0]
lilixu   180656      1  0 Jul09 ?        00:00:00 /bin/bash /scratch/lilixu/splicebreak/version1.sh /scratch/bhjelm/LILI_artificial/6335-13999 /scratch/lilixu/splicebreak/pairResult/6335-13999 /scratch/lilixu/splicebreak/pairResult/6335-13999 --align=yes --ref=rCRS
root     180857      2  0 Aug17 ?        00:00:00 [kworker/41:1]
lilixu   181135      1  0 Jul09 ?        00:00:00 /bin/bash /scratch/lilixu/splicebreak/version1.sh /scratch/bhjelm/LILI_artificial/8471-13449 /scratch/lilixu/splicebreak/pairResult/8471-13449 /scratch/lilixu/splicebreak/pairResult/8471-13449 --align=yes --ref=rCRS
root     184092      2  0 Aug27 ?        00:00:00 [kworker/34:1]
root     186040      2  0 22:28 ?        00:00:00 [kworker/14:1]
lilixu   186108 180656  0 Jul09 ?        00:00:00 /bin/bash /scratch/lilixu/splicebreak/bbmap/v38.75/dedupe.sh in1=/scratch/bhjelm/LILI_artificial/6335-13999/mito_mixed99.9_0.1_dwgsim.bwa.read1.fastq in2=/scratch/bhjelm/LILI_artificial/6335-13999/mito_mixed99.9_0.2_dwgsim.bwa.read2.fastq out=/scratch/lilixu/splicebreak/pairResult/6335-13999/mito_mixed99_interleaved1.fq ac=f
lilixu   186121 186108  0 Jul09 ?        01:12:23 java -ea -Xmx180613m -Xms180613m -cp /scratch/lilixu/splicebreak/bbmap/v38.75/current/ jgi.Dedupe in1=/scratch/bhjelm/LILI_artificial/6335-13999/mito_mixed99.9_0.1_dwgsim.bwa.read1.fastq in2=/scratch/bhjelm/LILI_artificial/6335-13999/mito_mixed99.9_0.2_dwgsim.bwa.read2.fastq out=/scratch/lilixu/splicebreak/pairResult/6335-13999/mito_mixed99_interleaved1.fq ac=f
root     188023   2198  0 22:33 ?        00:00:01 sshd: huizigao [priv]
huizigao 188090 188023  0 22:33 ?        00:00:02 sshd: huizigao@pts/6
huizigao 188091 188090  0 22:33 pts/6    00:00:00 -bash
root     188247   2198  0 22:34 ?        00:00:01 sshd: huizigao [priv]
huizigao 188262 188247  0 22:35 ?        00:00:00 sshd: huizigao@pts/7
huizigao 188263 188262  0 22:35 pts/7    00:00:00 -bash
root     190254      2  0 22:39 ?        00:00:00 [kworker/0:0]
root     190281      2  0 22:39 ?        00:00:00 [kworker/2:2]
lilixu   190784 181135  0 Jul09 ?        00:00:00 /bin/bash /scratch/lilixu/splicebreak/bbmap/v38.75/dedupe.sh in1=/scratch/bhjelm/LILI_artificial/8471-13449/mito_mixed99.99_0.01_dwgsim.bwa.read1.fastq in2=/scratch/bhjelm/LILI_artificial/8471-13449/mito_mixed99.99_0.02_dwgsim.bwa.read2.fastq out=/scratch/lilixu/splicebreak/pairResult/8471-13449/mito_mixed99_interleaved1.fq ac=f
lilixu   190797 190784  0 Jul09 ?        01:11:27 java -ea -Xmx185175m -Xms185175m -cp /scratch/lilixu/splicebreak/bbmap/v38.75/current/ jgi.Dedupe in1=/scratch/bhjelm/LILI_artificial/8471-13449/mito_mixed99.99_0.01_dwgsim.bwa.read1.fastq in2=/scratch/bhjelm/LILI_artificial/8471-13449/mito_mixed99.99_0.02_dwgsim.bwa.read2.fastq out=/scratch/lilixu/splicebreak/pairResult/8471-13449/mito_mixed99_interleaved1.fq ac=f
root     198807      2  0 22:51 ?        00:00:00 [kworker/u545:1]
root     199506   2198  0 22:54 ?        00:00:01 sshd: huizigao [priv]
huizigao 199585 199506  0 22:54 ?        00:00:00 sshd: huizigao@pts/10
huizigao 199587 199585  0 22:54 pts/10   00:00:00 -bash
root     201777      2  0 22:57 ?        00:00:00 [kworker/13:1]
root     201778      2  0 22:57 ?        00:00:00 [kworker/17:1]
root     201780      2  0 22:57 ?        00:00:05 [kworker/7:1]
root     201781      2  0 22:57 ?        00:00:00 [kworker/31:1]
root     201782      2  0 22:57 ?        00:00:00 [kworker/45:2]
root     201783      2  0 22:57 ?        00:00:00 [kworker/23:1]
root     201787      2  0 22:57 ?        00:00:00 [kworker/35:2]
root     201788      2  0 22:57 ?        00:00:00 [kworker/15:1]
root     201789      2  0 22:57 ?        00:00:00 [kworker/41:2]
root     201790      2  0 22:57 ?        00:00:00 [kworker/19:1]
root     201792      2  0 22:57 ?        00:00:00 [kworker/47:2]
root     201793      2  0 22:57 ?        00:00:00 [kworker/1:1]
root     201805      2  0 22:57 ?        00:00:00 [kworker/39:2]
root     201808      2  0 22:57 ?        00:00:00 [kworker/43:0]
root     203218      2  0 23:00 ?        00:00:00 [kworker/25:0]
root     205271   2198  0 23:02 ?        00:00:01 sshd: huizigao [priv]
huizigao 205960 205271  0 23:02 ?        00:00:00 sshd: huizigao@notty
huizigao 205961 205960  0 23:02 ?        00:00:00 bash
huizigao 206043 205961  0 23:02 ?        00:00:00 sh /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/server.sh --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0 --connection-secret /home/huizigao/.vscode-server/.3866c3553be8b268c8a7f8c0482c0c0177aa8bfa.token
huizigao 206051 206043  1 23:02 ?        00:00:39 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/vs/server/main.js --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0 --connection-secret /home/huizigao/.vscode-server/.3866c3553be8b268c8a7f8c0482c0c0177aa8bfa.token
huizigao 206097 206051  0 23:02 ?        00:00:07 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/bootstrap-fork --type=ptyHost
root     206411   2198  0 23:03 ?        00:00:01 sshd: huizigao [priv]
huizigao 206784 206411  0 23:03 ?        00:00:04 sshd: huizigao@notty
huizigao 206785 206784  0 23:03 ?        00:00:00 bash
huizigao 206849 206051  1 23:03 ?        00:00:39 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/vs/server/uriTransformer.js
huizigao 206856 206051  0 23:03 ?        00:00:11 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/bootstrap-fork --type=watcherService
root     210464      2  0 23:07 ?        00:00:00 [kworker/28:1]
root     210467      2  0 23:07 ?        00:00:00 [kworker/32:1]
root     211502      2  0 23:09 ?        00:00:00 [kworker/29:1]
root     212206   2198  0 23:11 ?        00:00:01 sshd: xzhou314 [priv]
xzhou314 212472 212206  0 23:11 ?        00:00:00 sshd: xzhou314@pts/11
xzhou314 212473 212472  0 23:11 pts/11   00:00:00 -bash
root     212829      2  0 23:11 ?        00:00:00 [kworker/37:1]
root     214215      2  0 23:14 ?        00:00:00 [kworker/u546:2]
huizigao 214380 206097  0 23:15 pts/12   00:00:00 /usr/bin/bash
aomidsal 218790 158635  0 23:27 pts/5    00:00:00 /bin/bash /scratch/lilixu/splicebreak/v1.3.0-stable/Splice-Break-Test.sh output_try2//144105_cluster4.R2-3008202122_mapsplice output_try2//144105_cluster4.R2-3008202122_mapsplice /scratch/lilixu/splicebreak/v1.3.0-stable/reference 144105_cluster4.R2 output_try2/
root     219829      2  0 23:31 ?        00:00:00 [kworker/12:0]
root     219832      2  0 23:31 ?        00:00:00 [kworker/u546:0]
root     219850      2  0 23:32 ?        00:00:00 [kworker/4:1]
huizigao 220040 206051  0 23:33 ?        00:00:00 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/bootstrap-fork --type=watcherService
huizigao 220046 206051  2 23:33 ?        00:00:31 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/out/vs/server/uriTransformer.js
huizigao 220143 220046  0 23:34 ?        00:00:00 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=220046
huizigao 220177 206097  0 23:34 pts/13   00:00:00 /usr/bin/bash
root     220312      2  0 23:34 ?        00:00:00 [kworker/27:1]
root     220571      2  0 23:36 ?        00:00:00 [kworker/5:1]
huizigao 220703 220046  0 23:36 ?        00:00:10 /home/huizigao/.vscode-server/bin/3866c3553be8b268c8a7f8c0482c0c0177aa8bfa/node /home/huizigao/.vscode-server/extensions/ms-python.vscode-pylance-2021.8.3/dist/server.bundle.js --cancellationReceive=file:c3904a7e0243468a48b9db642dae502e60bf88f199 --node-ipc --clientProcessId=220046
root     220725      2  0 23:36 ?        00:00:00 [kworker/22:1]
root     220727      2  0 23:36 ?        00:00:00 [kworker/16:2]
huizigao 220867 206097  0 23:37 pts/14   00:00:00 /usr/bin/bash
huizigao 221013 206097  0 23:38 pts/15   00:00:00 /usr/bin/bash
root     221186      2  0 23:38 ?        00:00:00 [kworker/21:1]
aomidsal 221863 218790 99 23:42 pts/5    00:12:50 /usr/bin/python /scratch/lilixu/splicebreak/v1.3.0-stable/reference/CountBases.py output_try2//144105_cluster4.R2-3008202122_mapsplice/pileup.txt
root     221892      2  0 23:42 ?        00:00:00 [kworker/4:0]
root     222320      2  0 23:43 ?        00:00:00 [kworker/21:0]
root     222489      2  0 23:45 ?        00:00:00 [kworker/27:0]
root     222499      2  0 23:45 ?        00:00:00 [kworker/9:1]
root     223464      2  0 23:48 ?        00:00:00 [kworker/4:2]
root     223848      2  0 23:50 ?        00:00:00 [kworker/8:0]
root     223904      2  0 23:50 ?        00:00:00 [kworker/1:2]
root     223905      2  0 23:50 ?        00:00:00 [kworker/25:2]
root     223915      2  0 23:50 ?        00:00:00 [kworker/26:0]
root     223916      2  0 23:50 ?        00:00:00 [kworker/2:0]
root     223920      2  0 23:50 ?        00:00:00 [kworker/14:2]
root     223922      2  0 23:50 ?        00:00:00 [kworker/38:1]
root     223929      2  0 23:50 ?        00:00:00 [kworker/37:2]
root     223930      2  0 23:50 ?        00:00:00 [kworker/13:0]
root     223937      2  0 23:50 ?        00:00:00 [kworker/39:0]
root     223939      2  0 23:50 ?        00:00:00 [kworker/15:2]
root     223948      2  0 23:50 ?        00:00:00 [kworker/35:0]
root     223950      2  0 23:50 ?        00:00:00 [kworker/11:2]
root     224160      2  0 23:50 ?        00:00:00 [kworker/31:2]
root     224162      2  0 23:50 ?        00:00:00 [kworker/7:2]
root     224256      2  0 23:51 ?        00:00:00 [kworker/33:0]
root     224258      2  0 23:51 ?        00:00:00 [kworker/9:2]
root     224261      2  0 23:51 ?        00:00:00 [kworker/27:2]
root     224358      2  0 23:51 ?        00:00:00 [kworker/22:2]
root     224410   2198  0 23:51 ?        00:00:01 sshd: kwang558 [priv]
kwang558 224426 224410  0 23:52 ?        00:00:00 sshd: kwang558@pts/3
kwang558 224427 224426  0 23:52 pts/3    00:00:00 -bash
root     224475   2198  0 23:52 ?        00:00:01 sshd: zhangboh [priv]
zhangboh 224551 224475  0 23:52 ?        00:00:00 sshd: zhangboh@pts/4
zhangboh 224554 224551  0 23:52 pts/4    00:00:00 -bash
postfix  225358   2706  0 23:53 ?        00:00:00 pickup -l -t unix -u
huizigao 225980 205961  0 23:53 ?        00:00:00 sleep 180
root     226251   2198  0 23:54 ?        00:00:00 sshd: [accepted]
huizigao 226254 206785  0 23:54 ?        00:00:00 sleep 180
root     226262      2  0 23:54 ?        00:00:00 [kworker/21:2]
root     226632   2198  0 23:55 ?        00:00:00 sshd: unknown [priv]
sshd     226633 226632  0 23:55 ?        00:00:00 sshd: unknown [net]
root     226638   2198  1 23:55 ?        00:00:00 sshd: unknown [priv]
sshd     226639 226638  0 23:55 ?        00:00:00 sshd: unknown [net]
root     226643   2198  2 23:55 ?        00:00:00 sshd: [accepted]
sshd     226644 226643  1 23:55 ?        00:00:00 sshd: [net]
zhangboh 226646 224554  0 23:55 pts/4    00:00:00 ps -ef
aomidsal 255580      1 99 Aug17 ?        39-01:25:36 cuffdiff -L Brain_002_poly,Brain_004_ribo,Cornea_31,Cornea_69,Lens,Mac_Ret_62,Mac_Ret_88,Mac_RPE_62,Mac_RPE_88,Per_Ret_62,Per_Ret_88,Per_RPE_62,Per_RPE_88,Q17_F_Ctrl_R,Q18_F_Ctrl_R,R01_F_ePD_R,R03_F_iPD_R,R04_M_Ctrl_R,R05_M_lPD_R,R07_F_ePD_R,R08_M_ePD_R,R09_M_lPD_R,R10_F_ePD_R,R11_M_ePD_R,R12_F_iPD_R,R14_M_iPD_L,R15_M_lPD_L,R16_M_ePD_L,R17_F_iPD_L,R18_M_Ctrl_L,R19_M_ePD_L,R21_M_ePD_L,R22_M_Ctrl_L,R23_M_Ctrl_L,R26_F_ePD_L,R27_M_Ctrl_L,R28_M_Ctrl_L,R31_M_Ctrl_L,R33_F_Ctrl_L,R34_F_Ctrl_L,R35_F_Ctrl_L,R36_M_Ctrl_L,R37_M_Ctrl_L,R38_F_Ctrl_L,RO6_F_Ctrl_R,T13_poly,T13_ribo,T15_poly,T15_ribo -p 10 --no-diff --total-hits-norm --frag-bias-correct /scratch/aomidsal/REFs/ensembl.GRCh38.103.fa --multi-read-correct --library-norm-method quartile /scratch/aomidsal/REFs/Homo_sapiens.GRCh38.103.gtf Brain_002_poly Brain_004_ribo Cornea_31 Cornea_69 Lens Mac_Ret_62 Mac_Ret_88 Mac_RPE_62 Mac_RPE_88 Per_Ret_62 Per_Ret_88 Per_RPE_62 Per_RPE_88 Q17_F_Ctrl_R Q18_F_Ctrl_R R01_F_ePD_R R03_F_iPD_R R04_M_Ctrl_R R05_M_lPD_R R07_F_ePD_R R08_M_ePD_R R09_M_lPD_R R10_F_ePD_R R11_M_ePD_R R12_F_iPD_R R14_M_iPD_L R15_M_lPD_L R16_M_ePD_L R17_F_iPD_L R18_M_Ctrl_L R19_M_ePD_L R21_M_ePD_L R22_M_Ctrl_L R23_M_Ctrl_L R26_F_ePD_L R27_M_Ctrl_L R28_M_Ctrl_L R31_M_Ctrl_L R33_F_Ctrl_L R34_F_Ctrl_L R35_F_Ctrl_L R36_M_Ctrl_L R37_M_Ctrl_L R38_F_Ctrl_L RO6_F_Ctrl_R T13_poly T13_ribo T15_poly T15_ribo
root     256109      2  0 Aug28 ?        00:00:03 [kworker/46:0]
root     257988      2  0 Aug26 ?        00:00:28 [kworker/44:0]
root     258206      2  0 Aug26 ?        00:00:04 [kworker/38:0]
root     258477      2  0 Aug28 ?        00:00:33 [kworker/44:2]
root     258479      2  0 Aug28 ?        00:01:01 [kworker/22:0]
root     258480      2  0 Aug28 ?        00:00:01 [kworker/46:1]
root     258483      2  0 Aug28 ?        00:00:03 [kworker/42:0]
root     259305      2  0 Aug28 ?        00:00:00 [kworker/43:1]
root     259306      2  0 Aug28 ?        00:00:00 [kworker/35:1]
root     262529      2  0 Aug28 ?        00:00:02 [kworker/33:2]
root     262798      2  0 Aug28 ?        00:00:08 [kworker/17:0]
root     262846      2  0 Aug28 ?        00:00:03 [kworker/19:3]
root     262916      2  0 Aug28 ?        00:00:05 [kworker/40:2]
root     263617      2  0 Aug28 ?        00:00:22 [kworker/20:0]
aomidsal 263855      1  0 Aug28 ?        00:00:00 SCREEN
aomidsal 263856 263855  0 Aug28 pts/1    00:00:00 /bin/bash
lilixu   267257      1  0 Jun16 ?        00:00:00 /bin/bash /scratch/lilixu/splicebreak/version1.sh /scratch/lilixu/splicebreak/inputs /scratch/lilixu/testing /scratch/lilixu/testing --align=yes
lilixu   267501 267257  0 Jun16 ?        00:00:00 /bin/bash /scratch/omidsalar/splicebreak/bbmap/v38.75/dedupe.sh in1=/scratch/lilixu/splicebreak/inputs/fileRead1.READ1.fastq in2=/scratch/lilixu/splicebreak/inputs/fileRead1.READ2.fastq out=/scratch/lilixu/testing/fileRead1_interleaved1.fq ac=f
lilixu   267514 267501  0 Jun16 ?        01:43:58 java -ea -Xmx108586m -Xms108586m -cp /scratch/omidsalar/splicebreak/bbmap/v38.75/current/ jgi.Dedupe in1=/scratch/lilixu/splicebreak/inputs/fileRead1.READ1.fastq in2=/scratch/lilixu/splicebreak/inputs/fileRead1.READ2.fastq out=/scratch/lilixu/testing/fileRead1_interleaved1.fq ac=f
